[GIN] 2025/09/05 - 22:08:08 | 200 |    4.009333ms |             ::1 | GET      "/api/analytics?period=monthly"
[GIN] 2025/09/05 - 22:08:08 | 200 |     234.209µs |             ::1 | GET      "/api/budgets"
[GIN] 2025/09/05 - 22:08:08 | 200 |    1.100167ms |             ::1 | GET      "/api/categories"
[GIN] 2025/09/05 - 22:08:08 | 200 |    1.335708ms |             ::1 | GET      "/api/analytics?period=monthly"
[GIN] 2025/09/05 - 22:08:08 | 200 |     200.459µs |             ::1 | GET      "/api/budgets"
[GIN] 2025/09/05 - 22:08:08 | 200 |     330.292µs |             ::1 | GET      "/api/budgets"
[GIN] 2025/09/05 - 22:09:47 | 200 |    1.944584ms |             ::1 | PUT      "/api/budgets/2"
[GIN] 2025/09/05 - 22:09:49 | 200 |     539.167µs |             ::1 | GET      "/api/currencies"
[GIN] 2025/09/05 - 22:09:49 | 200 |     149.875µs |             ::1 | GET      "/api/preferences"
[GIN] 2025/09/05 - 22:09:49 | 200 |      1.2245ms |             ::1 | GET      "/api/budgets"
[GIN] 2025/09/05 - 22:09:49 | 200 |    1.611209ms |             ::1 | GET      "/api/incomes"
[GIN] 2025/09/05 - 22:09:49 | 200 |     502.833µs |             ::1 | GET      "/api/preferences"
[GIN] 2025/09/05 - 22:09:49 | 200 |     981.625µs |             ::1 | GET      "/api/analytics?period=monthly"
[GIN] 2025/09/05 - 22:09:49 | 200 |    2.733125ms |             ::1 | GET      "/api/categories"
[GIN] 2025/09/05 - 22:09:49 | 200 |     3.67725ms |             ::1 | GET      "/api/expenses"
[GIN] 2025/09/05 - 22:09:49 | 200 |       291.5µs |             ::1 | GET      "/api/incomes"
[GIN] 2025/09/05 - 22:09:49 | 200 |    1.545167ms |             ::1 | GET      "/api/budgets"
[GIN] 2025/09/05 - 22:09:49 | 200 |    2.298292ms |             ::1 | GET      "/api/currencies"
[GIN] 2025/09/05 - 22:09:49 | 200 |     581.375µs |             ::1 | GET      "/api/expenses"
[GIN] 2025/09/05 - 22:09:49 | 200 |    1.301875ms |             ::1 | GET      "/api/analytics?period=monthly"
[GIN] 2025/09/05 - 22:09:49 | 200 |    2.127333ms |             ::1 | GET      "/api/categories"
[GIN] 2025/09/05 - 22:09:49 | 200 |     536.708µs |             ::1 | GET      "/api/budgets"
[GIN] 2025/09/05 - 22:09:49 | 200 |     357.834µs |             ::1 | GET      "/api/budgets"
